Archivo,Elemento,Ecut,KPoints,Pseudopotencial,Total Energy (Ry)
Ag_ecut10_k444_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,10,4 4 4,Ag.pbesol-n-rrkjus_psl.1.0.0,-69.0369623
Ag_ecut10_k555_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,10,5 5 5,Ag.pbe-n-kjpaw_psl.1.0.0,-340.63939399
Ag_ecut10_k555_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,10,5 5 5,Ag.pbe-n-rrkjus_psl.1.0.0,-69.44870444
Ag_ecut10_k555_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,10,5 5 5,Ag.pbesol-n-kjpaw_psl.1.0.0,-335.55735355
Ag_ecut10_k555_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,10,5 5 5,Ag.pbesol-n-rrkjus_psl.1.0.0,-69.34450456
Ag_ecut10_k666_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,10,6 6 6,Ag.pbe-n-kjpaw_psl.1.0.0,-340.57156476
Ag_ecut10_k666_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,10,6 6 6,Ag.pbe-n-rrkjus_psl.1.0.0,-69.37604512
Ag_ecut10_k666_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,10,6 6 6,Ag.pbesol-n-kjpaw_psl.1.0.0,-335.46602871
Ag_ecut10_k666_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,10,6 6 6,Ag.pbesol-n-rrkjus_psl.1.0.0,-69.24754204
Ag_ecut10_k777_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,10,7 7 7,Ag.pbe-n-kjpaw_psl.1.0.0,-340.45755735
Ag_ecut10_k777_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,10,7 7 7,Ag.pbe-n-rrkjus_psl.1.0.0,-69.25962749
Ag_ecut10_k777_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,10,7 7 7,Ag.pbesol-n-kjpaw_psl.1.0.0,-335.37306375
Ag_ecut10_k777_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,10,7 7 7,Ag.pbesol-n-rrkjus_psl.1.0.0,-69.15315177
Ag_ecut10_k888_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,10,8 8 8,Ag.pbe-n-kjpaw_psl.1.0.0,-340.46159425
Ag_ecut10_k888_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,10,8 8 8,Ag.pbe-n-rrkjus_psl.1.0.0,-69.26105615
Ag_ecut10_k888_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,10,8 8 8,Ag.pbesol-n-kjpaw_psl.1.0.0,-335.38277224
Ag_ecut10_k888_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,10,8 8 8,Ag.pbesol-n-rrkjus_psl.1.0.0,-69.16040594
Ag_ecut10_k999_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,10,9 9 9,Ag.pbe-n-kjpaw_psl.1.0.0,-340.48634953
Ag_ecut10_k999_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,10,9 9 9,Ag.pbe-n-rrkjus_psl.1.0.0,-69.28947622
Ag_ecut10_k999_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,10,9 9 9,Ag.pbesol-n-kjpaw_psl.1.0.0,-335.40386648
Ag_ecut10_k999_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,10,9 9 9,Ag.pbesol-n-rrkjus_psl.1.0.0,-69.18487612
Ag_ecut10_k101010_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,10,10 10 10,Ag.pbe-n-kjpaw_psl.1.0.0,-340.51466774
Ag_ecut10_k101010_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,10,10 10 10,Ag.pbe-n-rrkjus_psl.1.0.0,-69.31586141
Ag_ecut10_k101010_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,10,10 10 10,Ag.pbesol-n-kjpaw_psl.1.0.0,-335.43452061
Ag_ecut10_k101010_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,10,10 10 10,Ag.pbesol-n-rrkjus_psl.1.0.0,-69.21358169
Ag_ecut10_k111111_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,10,11 11 11,Ag.pbe-n-kjpaw_psl.1.0.0,-340.45538126
Ag_ecut10_k111111_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,10,11 11 11,Ag.pbe-n-rrkjus_psl.1.0.0,-69.25674128
Ag_ecut10_k111111_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,10,11 11 11,Ag.pbesol-n-kjpaw_psl.1.0.0,-335.37330701
Ag_ecut10_k111111_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,10,11 11 11,Ag.pbesol-n-rrkjus_psl.1.0.0,-69.1526094
Ag_ecut15_k111_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,15,1 1 1,Ag.pbe-n-kjpaw_psl.1.0.0,-349.78568945
Ag_ecut15_k111_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,15,1 1 1,Ag.pbe-n-rrkjus_psl.1.0.0,-78.80073509
Ag_ecut15_k111_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,15,1 1 1,Ag.pbesol-n-kjpaw_psl.1.0.0,-344.72022373
Ag_ecut15_k111_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,15,1 1 1,Ag.pbesol-n-rrkjus_psl.1.0.0,-78.70551684
Ag_ecut15_k222_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,15,2 2 2,Ag.pbe-n-kjpaw_psl.1.0.0,-348.48054696
Ag_ecut15_k222_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,15,2 2 2,Ag.pbe-n-rrkjus_psl.1.0.0,-77.48981645
Ag_ecut15_k222_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,15,2 2 2,Ag.pbesol-n-kjpaw_psl.1.0.0,-343.41883002
Ag_ecut15_k222_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,15,2 2 2,Ag.pbesol-n-rrkjus_psl.1.0.0,-77.39926888
Ag_ecut15_k333_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,15,3 3 3,Ag.pbe-n-kjpaw_psl.1.0.0,-348.88360292
Ag_ecut15_k333_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,15,3 3 3,Ag.pbe-n-rrkjus_psl.1.0.0,-77.89250968
Ag_ecut15_k333_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,15,3 3 3,Ag.pbesol-n-kjpaw_psl.1.0.0,-343.80128251
Ag_ecut15_k333_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,15,3 3 3,Ag.pbesol-n-rrkjus_psl.1.0.0,-77.78047985
Ag_ecut15_k444_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,15,4 4 4,Ag.pbe-n-kjpaw_psl.1.0.0,-348.82224144
Ag_ecut15_k444_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,15,4 4 4,Ag.pbe-n-rrkjus_psl.1.0.0,-77.83216887
Ag_ecut15_k444_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,15,4 4 4,Ag.pbesol-n-kjpaw_psl.1.0.0,-343.73905091
Ag_ecut15_k444_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,15,4 4 4,Ag.pbesol-n-rrkjus_psl.1.0.0,-77.71926586
Ag_ecut15_k555_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,15,5 5 5,Ag.pbe-n-kjpaw_psl.1.0.0,-348.83350833
Ag_ecut15_k555_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,15,5 5 5,Ag.pbe-n-rrkjus_psl.1.0.0,-77.8414492
Ag_ecut15_k555_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,15,5 5 5,Ag.pbesol-n-kjpaw_psl.1.0.0,-343.75235765
Ag_ecut15_k555_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,15,5 5 5,Ag.pbesol-n-rrkjus_psl.1.0.0,-77.73074319
Ag_ecut15_k666_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,15,6 6 6,Ag.pbe-n-kjpaw_psl.1.0.0,-348.69206458
Ag_ecut15_k666_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,15,6 6 6,Ag.pbe-n-rrkjus_psl.1.0.0,-77.69879537
Ag_ecut15_k666_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,15,6 6 6,Ag.pbesol-n-kjpaw_psl.1.0.0,-343.61098245
Ag_ecut15_k666_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,15,6 6 6,Ag.pbesol-n-rrkjus_psl.1.0.0,-77.58820902
Ag_ecut15_k777_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,15,7 7 7,Ag.pbe-n-kjpaw_psl.1.0.0,-348.76975247
Ag_ecut15_k777_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,15,7 7 7,Ag.pbe-n-rrkjus_psl.1.0.0,-77.77701685
Ag_ecut15_k777_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,15,7 7 7,Ag.pbesol-n-kjpaw_psl.1.0.0,-343.68841563
Ag_ecut15_k777_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,15,7 7 7,Ag.pbesol-n-rrkjus_psl.1.0.0,-77.66608062
Ag_ecut15_k888_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,15,8 8 8,Ag.pbe-n-kjpaw_psl.1.0.0,-348.72629132
Ag_ecut15_k888_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,15,8 8 8,Ag.pbe-n-rrkjus_psl.1.0.0,-77.73336335
Ag_ecut15_k888_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,15,8 8 8,Ag.pbesol-n-kjpaw_psl.1.0.0,-343.64557256
Ag_ecut15_k888_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,15,8 8 8,Ag.pbesol-n-rrkjus_psl.1.0.0,-77.6230964
Ag_ecut15_k999_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,15,9 9 9,Ag.pbe-n-kjpaw_psl.1.0.0,-348.74435031
Ag_ecut15_k999_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,15,9 9 9,Ag.pbe-n-rrkjus_psl.1.0.0,-77.75155187
Ag_ecut15_k999_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,15,9 9 9,Ag.pbesol-n-kjpaw_psl.1.0.0,-343.66297686
Ag_ecut15_k999_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,15,9 9 9,Ag.pbesol-n-rrkjus_psl.1.0.0,-77.64059624
Ag_ecut15_k101010_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,15,10 10 10,Ag.pbe-n-kjpaw_psl.1.0.0,-348.77988402
Ag_ecut15_k101010_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,15,10 10 10,Ag.pbe-n-rrkjus_psl.1.0.0,-77.78730436
Ag_ecut15_k101010_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,15,10 10 10,Ag.pbesol-n-kjpaw_psl.1.0.0,-343.69844363
Ag_ecut15_k101010_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,15,10 10 10,Ag.pbesol-n-rrkjus_psl.1.0.0,-77.67626447
Ag_ecut15_k111111_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,15,11 11 11,Ag.pbe-n-kjpaw_psl.1.0.0,-348.74999672
Ag_ecut15_k111111_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,15,11 11 11,Ag.pbe-n-rrkjus_psl.1.0.0,-77.75722689
Ag_ecut15_k111111_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,15,11 11 11,Ag.pbesol-n-kjpaw_psl.1.0.0,-343.66889109
Ag_ecut15_k111111_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,15,11 11 11,Ag.pbesol-n-rrkjus_psl.1.0.0,-77.64661023
Ag_ecut20_k111_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,20,1 1 1,Ag.pbe-n-kjpaw_psl.1.0.0,-353.88510495
Ag_ecut20_k111_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,20,1 1 1,Ag.pbe-n-rrkjus_psl.1.0.0,-82.88146384
Ag_ecut20_k111_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,20,1 1 1,Ag.pbesol-n-kjpaw_psl.1.0.0,-348.8208278
Ag_ecut20_k111_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,20,1 1 1,Ag.pbesol-n-rrkjus_psl.1.0.0,-82.7892619
Ag_ecut20_k222_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,20,2 2 2,Ag.pbe-n-kjpaw_psl.1.0.0,-353.31346119
Ag_ecut20_k222_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,20,2 2 2,Ag.pbe-n-rrkjus_psl.1.0.0,-82.30844714
Ag_ecut20_k222_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,20,2 2 2,Ag.pbesol-n-kjpaw_psl.1.0.0,-348.24624732
Ag_ecut20_k222_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,20,2 2 2,Ag.pbesol-n-rrkjus_psl.1.0.0,-82.21477535
Ag_ecut20_k333_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,20,3 3 3,Ag.pbe-n-kjpaw_psl.1.0.0,-353.23653098
Ag_ecut20_k333_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,20,3 3 3,Ag.pbe-n-rrkjus_psl.1.0.0,-82.23696609
Ag_ecut20_k333_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,20,3 3 3,Ag.pbesol-n-kjpaw_psl.1.0.0,-348.16192546
Ag_ecut20_k333_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,20,3 3 3,Ag.pbesol-n-rrkjus_psl.1.0.0,-82.13381343
Ag_ecut20_k444_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,20,4 4 4,Ag.pbe-n-kjpaw_psl.1.0.0,-353.28352979
Ag_ecut20_k444_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,20,4 4 4,Ag.pbe-n-rrkjus_psl.1.0.0,-82.28234574
Ag_ecut20_k444_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,20,4 4 4,Ag.pbesol-n-kjpaw_psl.1.0.0,-348.20567245
Ag_ecut20_k444_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,20,4 4 4,Ag.pbesol-n-rrkjus_psl.1.0.0,-82.1774163
Ag_ecut20_k555_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,20,5 5 5,Ag.pbe-n-kjpaw_psl.1.0.0,-353.25867469
Ag_ecut20_k555_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,20,5 5 5,Ag.pbe-n-rrkjus_psl.1.0.0,-82.25871491
Ag_ecut20_k555_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,20,5 5 5,Ag.pbesol-n-kjpaw_psl.1.0.0,-348.17925621
Ag_ecut20_k555_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,20,5 5 5,Ag.pbesol-n-rrkjus_psl.1.0.0,-82.15108306
Ag_ecut20_k666_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,20,6 6 6,Ag.pbe-n-kjpaw_psl.1.0.0,-353.28060626
Ag_ecut20_k666_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,20,6 6 6,Ag.pbe-n-rrkjus_psl.1.0.0,-82.28014825
Ag_ecut20_k666_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,20,6 6 6,Ag.pbesol-n-kjpaw_psl.1.0.0,-348.20463034
Ag_ecut20_k666_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,20,6 6 6,Ag.pbesol-n-rrkjus_psl.1.0.0,-82.17640108
Ag_ecut20_k777_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,20,7 7 7,Ag.pbe-n-kjpaw_psl.1.0.0,-353.2923181
Ag_ecut20_k777_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,20,7 7 7,Ag.pbe-n-rrkjus_psl.1.0.0,-82.2913881
Ag_ecut20_k777_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,20,7 7 7,Ag.pbesol-n-kjpaw_psl.1.0.0,-348.21489799
Ag_ecut20_k777_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,20,7 7 7,Ag.pbesol-n-rrkjus_psl.1.0.0,-82.18596654
Ag_ecut20_k888_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,20,8 8 8,Ag.pbe-n-kjpaw_psl.1.0.0,-353.30493692
Ag_ecut20_k888_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,20,8 8 8,Ag.pbe-n-rrkjus_psl.1.0.0,-82.30381287
Ag_ecut20_k888_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,20,8 8 8,Ag.pbesol-n-kjpaw_psl.1.0.0,-348.22799517
Ag_ecut20_k888_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,20,8 8 8,Ag.pbesol-n-rrkjus_psl.1.0.0,-82.19909625
Ag_ecut20_k999_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,20,9 9 9,Ag.pbe-n-kjpaw_psl.1.0.0,-353.29781936
Ag_ecut20_k999_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,20,9 9 9,Ag.pbe-n-rrkjus_psl.1.0.0,-82.29707857
Ag_ecut20_k999_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,20,9 9 9,Ag.pbesol-n-kjpaw_psl.1.0.0,-348.220967
Ag_ecut20_k999_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,20,9 9 9,Ag.pbesol-n-rrkjus_psl.1.0.0,-82.19237023
Ag_ecut20_k101010_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,20,10 10 10,Ag.pbe-n-kjpaw_psl.1.0.0,-353.2886004
Ag_ecut20_k101010_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,20,10 10 10,Ag.pbe-n-rrkjus_psl.1.0.0,-82.2877136
Ag_ecut20_k101010_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,20,10 10 10,Ag.pbesol-n-kjpaw_psl.1.0.0,-348.21240198
Ag_ecut20_k101010_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,20,10 10 10,Ag.pbesol-n-rrkjus_psl.1.0.0,-82.18369671
Ag_ecut20_k111111_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,20,11 11 11,Ag.pbe-n-kjpaw_psl.1.0.0,-353.28751541
Ag_ecut20_k111111_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,20,11 11 11,Ag.pbe-n-rrkjus_psl.1.0.0,-82.28664447
Ag_ecut20_k111111_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,20,11 11 11,Ag.pbesol-n-kjpaw_psl.1.0.0,-348.21074107
Ag_ecut20_k111111_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,20,11 11 11,Ag.pbesol-n-rrkjus_psl.1.0.0,-82.18210059
Ag_ecut25_k111_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,25,1 1 1,Ag.pbe-n-kjpaw_psl.1.0.0,-355.46032484
Ag_ecut25_k111_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,25,1 1 1,Ag.pbe-n-rrkjus_psl.1.0.0,-84.43157782
Ag_ecut25_k111_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,25,1 1 1,Ag.pbesol-n-kjpaw_psl.1.0.0,-350.39745853
Ag_ecut25_k111_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,25,1 1 1,Ag.pbesol-n-rrkjus_psl.1.0.0,-84.34271032
Ag_ecut25_k222_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,25,2 2 2,Ag.pbe-n-kjpaw_psl.1.0.0,-354.64082464
Ag_ecut25_k222_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,25,2 2 2,Ag.pbe-n-rrkjus_psl.1.0.0,-83.61480125
Ag_ecut25_k222_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,25,2 2 2,Ag.pbesol-n-kjpaw_psl.1.0.0,-349.57350543
Ag_ecut25_k222_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,25,2 2 2,Ag.pbesol-n-rrkjus_psl.1.0.0,-83.52167022
Ag_ecut25_k333_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,25,3 3 3,Ag.pbe-n-kjpaw_psl.1.0.0,-354.81950224
Ag_ecut25_k333_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,25,3 3 3,Ag.pbe-n-rrkjus_psl.1.0.0,-83.79494141
Ag_ecut25_k333_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,25,3 3 3,Ag.pbesol-n-kjpaw_psl.1.0.0,-349.74277096
Ag_ecut25_k333_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,25,3 3 3,Ag.pbesol-n-rrkjus_psl.1.0.0,-83.69251406
Ag_ecut25_k444_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,25,4 4 4,Ag.pbe-n-kjpaw_psl.1.0.0,-354.78700922
Ag_ecut25_k444_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,25,4 4 4,Ag.pbe-n-rrkjus_psl.1.0.0,-83.76165866
Ag_ecut25_k444_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,25,4 4 4,Ag.pbesol-n-kjpaw_psl.1.0.0,-349.71830673
Ag_ecut25_k444_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,25,4 4 4,Ag.pbesol-n-rrkjus_psl.1.0.0,-83.66713141
Ag_ecut25_k555_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,25,5 5 5,Ag.pbe-n-kjpaw_psl.1.0.0,-354.8063256
Ag_ecut25_k555_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,25,5 5 5,Ag.pbe-n-rrkjus_psl.1.0.0,-83.78104545
Ag_ecut25_k555_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,25,5 5 5,Ag.pbesol-n-kjpaw_psl.1.0.0,-349.73748041
Ag_ecut25_k555_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,25,5 5 5,Ag.pbesol-n-rrkjus_psl.1.0.0,-83.68637264
Ag_ecut25_k666_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,25,6 6 6,Ag.pbe-n-kjpaw_psl.1.0.0,-354.78343641
Ag_ecut25_k666_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,25,6 6 6,Ag.pbe-n-rrkjus_psl.1.0.0,-83.75842731
Ag_ecut25_k666_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,25,6 6 6,Ag.pbesol-n-kjpaw_psl.1.0.0,-349.71444705
Ag_ecut25_k666_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,25,6 6 6,Ag.pbesol-n-rrkjus_psl.1.0.0,-83.66360195
Ag_ecut25_k777_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,25,7 7 7,Ag.pbe-n-kjpaw_psl.1.0.0,-354.79755152
Ag_ecut25_k777_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,25,7 7 7,Ag.pbe-n-rrkjus_psl.1.0.0,-83.77244259
Ag_ecut25_k777_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,25,7 7 7,Ag.pbesol-n-kjpaw_psl.1.0.0,-349.72859735
Ag_ecut25_k777_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,25,7 7 7,Ag.pbesol-n-rrkjus_psl.1.0.0,-83.67762137
Ag_ecut25_k888_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,25,8 8 8,Ag.pbe-n-kjpaw_psl.1.0.0,-354.79237227
Ag_ecut25_k888_Ag.pbe-n-rrkjus_psl.1.0.0.in,Ag,25,8 8 8,Ag.pbe-n-rrkjus_psl.1.0.0,-83.76727315
Ag_ecut25_k888_Ag.pbesol-n-kjpaw_psl.1.0.0.in,Ag,25,8 8 8,Ag.pbesol-n-kjpaw_psl.1.0.0,-349.72330462
Ag_ecut25_k888_Ag.pbesol-n-rrkjus_psl.1.0.0.in,Ag,25,8 8 8,Ag.pbesol-n-rrkjus_psl.1.0.0,-83.67238849
Ag_ecut25_k999_Ag.pbe-n-kjpaw_psl.1.0.0.in,Ag,25,9 9 9,Ag.pbe-n-kjpaw_psl.1.0.0,-354.79171802
